time_ms,setpoint_rpm,measured_rpm,duty
0,0.0,0.0,0.0
5,0.0,0.0,0.0
10,0.0,0.0,0.0
15,0.0,0.0,0.0
20,0.0,0.0,0.0
25,0.0,0.0,0.0
30,0.0,0.0,0.0
35,0.0,0.0,0.0
40,0.0,0.0,0.0
45,0.0,0.0,0.0
49,0.0,0.0,0.0
54,0.0,0.0,0.0
59,0.0,0.0,0.0
64,0.0,0.0,0.0
69,0.0,0.0,0.0
75,0.0,0.0,0.0
80,0.0,0.0,0.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
95,0.0,0.0,0.0
100,0.0,0.0,0.0
105,0.0,0.0,0.0
110,0.0,0.0,0.0
115,0.0,0.0,0.0
120,0.0,0.0,0.0
125,0.0,0.0,0.0
130,0.0,0.0,0.0
135,0.0,0.0,0.0
140,0.0,0.0,0.0
145,0.0,0.0,0.0
150,0.0,0.0,0.0
155,0.0,0.0,0.0
160,0.0,0.0,0.0
165,0.0,0.0,0.0
170,0.0,0.0,0.0
175,0.0,0.0,0.0
180,0.0,0.0,0.0
185,0.0,0.0,0.0
190,0.0,0.0,0.0
195,0.0,0.0,0.0
200,0.0,0.0,0.0
205,0.0,0.0,0.0
210,0.0,0.0,0.0
215,0.0,0.0,0.0
220,0.0,0.0,0.0
225,0.0,0.0,0.0
230,0.0,0.0,0.0
235,0.0,0.0,0.0
240,0.0,0.0,0.0
245,0.0,0.0,0.0
250,0.0,0.0,0.0
255,0.0,0.0,0.0
260,0.0,0.0,0.0
265,0.0,0.0,0.0
270,0.0,0.0,0.0
275,0.0,0.0,0.0
280,0.0,0.0,0.0
285,0.0,0.0,0.0
290,0.0,0.0,0.0
295,0.0,0.0,0.0
300,0.0,0.0,0.0
305,0.0,0.0,0.0
310,0.0,0.0,0.0
315,0.0,0.0,0.0
320,0.0,0.0,0.0
325,0.0,0.0,0.0
330,0.0,0.0,0.0
335,0.0,0.0,0.0
340,0.0,0.0,0.0
345,0.0,0.0,0.0
350,0.0,0.0,0.0
355,0.0,0.0,0.0
360,0.0,0.0,0.0
365,0.0,0.0,0.0
370,0.0,0.0,0.0
375,0.0,0.0,0.0
380,0.0,0.0,0.0
385,0.0,0.0,0.0
390,0.0,0.0,0.0
395,0.0,0.0,0.0
400,0.0,0.0,0.0
405,0.0,0.0,0.0
410,0.0,0.0,0.0
415,0.0,0.0,0.0
420,0.0,0.0,0.0
425,0.0,0.0,0.0
430,0.0,0.0,0.0
435,0.0,0.0,0.0
440,0.0,0.0,0.0
445,0.0,0.0,0.0
450,0.0,0.0,0.0
455,0.0,0.0,0.0
460,0.0,0.0,0.0
465,0.0,0.0,0.0
470,0.0,0.0,0.0
475,0.0,0.0,0.0
480,0.0,0.0,0.0
485,0.0,0.0,0.0
490,0.0,0.0,0.0
495,0.0,0.0,0.0
500,3000.0,599.9999880000003,1.0
505,3000.0,1139.9999784000004,1.0
510,3000.0,1625.9999708400005,1.0
515,3000.0,2063.3999650080004,1.0
520,3000.0,2457.0599606340006,1.0
525,3000.0,2811.3539574847205,1.0
530,3000.0,2888.4573949306955,0.5970647245608597
535,3000.0,2818.788259515714,0.3652943378078419
540,3000.0,2892.737884520608,0.5930474207257636
545,3000.0,2825.9294698347667,0.37077562071675196
550,3000.0,2896.8542958549538,0.5891962907036006
555,3000.0,2832.7891480370304,0.37603380081044857
560,3000.0,2900.8129105270145,0.5855044644236042
565,3000.0,2839.3783976152417,0.38107796152039725
570,3000.0,2904.6197699700315,0.5819653557019022
575,3000.0,2845.7078839636674,0.38591681635400193
580,3000.0,2908.2806846255,0.5785726505160921
585,3000.0,2851.787851671059,0.39055872396375424
590,3000.0,2911.8012427620265,0.5753202957639023
595,3000.0,2857.6281411307086,0.39501170260237095
600,3000.0,2915.1868189580405,0.5722024884859603
605,3000.0,2863.238204494584,0.399283443988959
610,3000.0,2918.442582261154,0.5692136655335265
615,3000.0,2868.6271209974584,0.40338132661018467
620,3000.0,2921.5735040364684,0.5663484936628056
625,3000.0,2873.8036116759217,0.4073124284795041
630,3000.0,2924.5843655156727,0.563601860038264
635,3000.0,2878.776053506182,0.4110835393765171
640,3000.0,2927.4797650583114,0.5609688631280364
645,3000.0,2883.552492983613,0.4147011725876452
650,3000.0,2930.2641251361842,0.5584448039752757
655,3000.0,2888.1406591661066,0.4181715761684526
660,3000.0,2932.941699051413,0.5560251778298962
665,3000.0,2892.5479762024092,0.4215007437471053
670,3000.0,2935.516577398312,0.5537056661258597
675,3000.0,2896.7815753657833,0.42469442488767034
680,3000.0,2937.992694278823,0.551482128789734
685,3000.0,2900.848306612541,0.42775813503118765
690,3000.0,2940.3738332808844,0.5493505968668467
695,3000.0,2904.754749684212,0.4306971650317245
700,3000.0,2942.663633228774,0.5473072654519346
705,3000.0,2908.5072247713783,0.43351659030392264
710,3000.0,2944.865593714099,0.5453484869117096
715,3000.0,2912.1118027564803,0.4362212795978595
720,3000.0,2946.98308041579,0.5434707643873057
725,3000.0,2915.574315052238,0.4388159034164192
730,3000.0,2949.0193302171347,0.5416707455650349
735,3000.0,2918.9003630516454,0.4413049420897416
740,3000.0,2950.97745612758,0.5399452167044014
745,3000.0,2922.0953272048914,0.4436926935207117
750,3000.0,2952.8604520167364,0.538291096912728
755,3000.0,2925.1643757379366,0.44598328061492065
760,3000.0,2954.671197167747,0.5367054326562344
765,3000.0,2928.112473026898,0.44818065840791893
770,3000.0,2956.41246065689,0.5351853924978021
775,3000.0,2930.94438764184,0.4502886209021295
780,3000.0,2958.086905566044,0.5337282620520646
785,3000.0,2933.6647000730272,0.4523108076252387
790,3000.0,2959.697093034383,0.5323314391488444
795,3000.0,2936.277810152174,0.4542507099214059
800,3000.0,2961.245486155421,0.5309924291963632
805,3000.0,2938.7879441807468,0.4561116769861948
810,3000.0,2962.734453725304,0.5297088407359367
815,3000.0,2941.199161776878,0.45789692165566487
820,3000.0,2964.166273848021,0.5284783811802877
825,3000.0,2943.5153624520112,0.45960952595962373
830,3000.0,2965.5431374029786,0.5272988527278729
835,3000.0,2945.740291927946,0.4612524464486805
840,3000.0,2966.8671513801933,0.5261681484459646
845,3000.0,2947.8775482045376,0.4628285193042859
850,3000.0,2968.140342088142,0.5250842485155236
855,3000.0,2949.9305873878952,0.46434046524062056
860,3000.0,2969.364658239128,0.5240452166311724
865,3000.0,2951.9027292885385,0.46579089420680764
870,3000.0,2970.541973916828,0.52304919654988
875,3000.0,2953.797162798595,0.46718230989758924
880,3000.0,2971.6740914305183,0.5220944087822028
885,3000.0,2955.6169510567634,0.46851711408025654
890,3000.0,2972.7627440602955,0.5211791474202071
895,3000.0,2957.365036409423,0.46979761074533816
900,3000.0,2973.809598697448,0.5203017770964311
905,3000.0,2959.0442451759413,0.4710260100882186
910,3000.0,2974.816258383979,0.5194607300684534
915,3000.0,2960.6572922259074,0.47220443232857817
920,3000.0,2975.784264755127,0.5186545034239158
925,3000.0,2962.2067853757153,0.47333491137425204
930,3000.0,2976.7151003885815,0.5178816564010067
935,3000.0,2963.6952296116388,0.47441939833586366
940,3000.0,2977.6101910639536,0.5171408078196297
945,3000.0,2965.1250311462395,0.47545976489829667
950,3000.0,2978.470907935921,0.5164306336187048
955,3000.0,2966.4985013146916,0.47645780655485764
960,3000.0,2979.298569624349,0.5157498644952135
965,3000.0,2967.8178603173437,0.4774152457096926
970,3000.0,2980.094444224547,0.5150972836407818
975,3000.0,2969.08524081459,0.47833373465385676
980,3000.0,2980.8597512407055,0.5144717245717739
985,3000.0,2970.3026913798785,0.4792148584201707
990,3000.0,2981.5956634454565,0.513872069049042
995,3000.0,2971.472179816458,0.4800601375217958
1000,3000.0,2982.3033086683627,0.5132972450836218
1005,3000.0,2972.595596343245,0.4808710305792733
1010,3000.0,2982.9837715160534,0.5127462250248278
1015,3000.0,2973.6747566549748,0.4816489368405777
1020,3000.0,2983.6380950266193,0.5122180237273479
1025,3000.0,2974.711404861603,0.48239519859851954
1030,3000.0,2984.2672822607647,0.5117116967940657
1035,3000.0,2975.7072163117186,0.48311110350971515
1039,3000.0,2984.872297832143,0.511226338891496
1044,3000.0,2976.663800304553,0.4837978868190913
1049,3000.0,2985.454069379187,0.5107610821348236
1054,3000.0,2977.582702694983,0.4844567334938121
1059,3000.0,2986.0134889806714,0.5103150945396708
1064,3000.0,2978.4654083957416,0.48508878027029273
1069,3000.0,2986.5514145171583,0.5098875785378516
1074,3000.0,2979.3133437809106,0.48569511761784473
1079,3000.0,2987.068670980385,0.5094777695544532
1084,3000.0,2980.127878994577,0.4862767916223579
1089,3000.0,2987.566051732585,0.5090849346437155
1094,3000.0,2980.910330168404,0.486834805793272
1099,3000.0,2988.044319717656,0.5087083711812869
1104,3000.0,2981.6619615517125,0.4873701227969581
1109,3000.0,2988.504208626009,0.5083474056105217
1114,3000.0,2982.3839875575195,0.4878836661195115
1119,3000.0,2988.946424014873,0.5080013922405906
1124,3000.0,2983.0775747278594,0.4883763216618275
1129,3000.0,2989.3716443857475,0.5076697120942593
1134,3000.0,2983.7438436215684,0.4888489392697328
1139,3000.0,2989.7805222206493,0.5073517718032858
1144,3000.0,2984.3838706275933,0.48930233420179275
1149,3000.0,2990.1736849787217,0.507047002549473
1154,3000.0,2984.9986897067643,0.48973728853735815
1159,3000.0,2990.5517360547187,0.5067548590494865
1164,3000.0,2985.589294064858,0.4901545525272708
1169,3000.0,2990.915255700827,0.5064748185816226
1174,3000.0,2986.156637759656,0.4905548458895658
1179,3000.0,2991.264801913218,0.5062063800528183
1184,3000.0,2986.7016372446096,0.4909388590524168
1189,3000.0,2991.600911284685,0.5059490631042031
1194,3000.0,2987.2251728516103,0.4913072543464648
1199,3000.0,2991.924099824656,0.5057024072536418
1204,3000.0,2987.7280902152693,0.4916606671485975
1209,3000.0,2992.234863747829,0.5054659710737037
1214,3000.0,2988.211201641015,0.49199970697915985
1219,3000.0,2992.533680232634,0.5052393314036168
1224,3000.0,2988.6752874192243,0.4923249585544764
1229,3000.0,2992.821008150666,0.5050220825937974
1234,3000.0,2989.1210970875186,0.49263698279653534
1239,3000.0,2993.0972887682046,0.5048138357816032
1244,3000.0,2989.549350643269,0.4929363178015431
1249,3000.0,2993.362946420889,0.5046142181970311
1254,3000.0,2989.960739708275,0.49322347976905173
1259,3000.0,2993.6183891625647,0.5044228724971169
1264,3000.0,2990.355928647509,0.49349896389325226
1269,3000.0,2993.8640093892986,0.5042394561278374
1274,3000.0,2990.7355556437287,0.4937632452179844
1279,3000.0,2994.1001844395087,0.5040636407124088
1284,3000.0,2991.1002337297105,0.4940167794569229
1289,3000.0,2994.327277171118,0.5038951114648662
1294,3000.0,2991.450551779769,0.4942600037803798
1299,3000.0,2994.545636516617,0.5037335666278776
1304,3000.0,2991.7870754621676,0.4944933375700684
1309,3000.0,2994.7555980168727,0.5035787169338203
1314,3000.0,2992.110348153973,0.49471718314313795
1319,3000.0,2994.957484334504,0.5034302850881185
1324,3000.0,2992.4208918198233,0.49493192644672995
1329,3000.0,2995.151605747598,0.5032880052739516
1334,3000.0,2992.71920785604,0.49513793772425657
1339,3000.0,2995.338260624521,0.5031516226774428
1344,3000.0,2993.0057779014537,0.49533557215455865
1349,3000.0,2995.5177358805527,0.5030208930324724
1354,3000.0,2993.281064616249,0.4955251704650298
1359,3000.0,2995.690307417028,0.5028955821843154
1364,3000.0,2993.545512430097,0.4957070595197926
1369,3000.0,2995.8562405436664,0.5027754656713229
1374,3000.0,2993.7995482607853,0.49588155288391933
1379,3000.0,2996.015790384722,0.5026603283239
1384,3000.0,2994.0435822045074,0.4960489513646889
1389,3000.0,2996.169202269581,0.5025499638800615
1394,3000.0,2994.278008198933,0.49620954353081026
1399,3000.0,2996.316712108399,0.5024441746168884
1404,3000.0,2994.503204660128,0.49636360621049863
1409,3000.0,2996.458546753346,0.5023427709972293
1414,3000.0,2994.7195350943634,0.4965114049692862
1419,3000.0,2996.5949243460186,0.5022455713309989
1424,3000.0,2994.927348685794,0.49665319456837664
1429,3000.0,2996.726054651538,0.5021524014504958
1434,3000.0,2995.1269808609695,0.4967892194043397
1439,3000.0,2996.852139379853,0.5020630943991393
1444,3000.0,2995.3187538310817,0.4969197139309106
1449,3000.0,2996.9733724947296,0.5019774901330807
1454,3000.0,2995.5029771128334,0.497044903063615
1459,3000.0,2997.089940510906,0.501895435235159
1464,3000.0,2995.67994802877,0.4971650025679243
1469,3000.0,2997.2020227798575,0.5018167826406765
1474,3000.0,2995.8499521878816,0.4972802194316143
1479,3000.0,2997.3097917646132,0.5017413913745274
1484,3000.0,2996.013263947258,0.49739075222195955
1489,3000.0,2997.4134133040425,0.5016691262991887
1494,3000.0,2996.17014685554,0.4974967914283944
1499,3000.0,2997.513046867013,0.5015998578731413
1504,3000.0,2996.3208540788874,0.4975985197912194
1509,3000.0,2997.6088457968076,0.5015334619192817
1514,3000.0,2996.4656288101532,0.4976961126169364
1519,3000.0,2997.7009575461743,0.5014698194029049
1524,3000.0,2996.604704661925,0.49778973808073823
1529,3000.0,2997.789523903368,0.5014088162188857
1534,3000.0,2996.738306044072,0.4978795575166944
1539,3000.0,2997.874681209525,0.5013503429876466
1544,3000.0,2996.866648526407,0.497965725696123
1549,3000.0,2997.9565605677117,0.5012942948595724
1554,3000.0,2996.989939187049,0.49804839109462684
1559,3000.0,2998.035288043951,0.501240571327523
1564,3000.0,2997.108376947056,0.49812769614827024
1569,3000.0,2998.1109848605497,0.5011890760470855
1574,3000.0,2997.222152891863,0.49820377749931954
1579,3000.0,2998.1837675820107,0.501139716664277
1584,3000.0,2997.331450580049,0.49827676623198885
1589,3000.0,2998.2537482938183,0.5010924046503668
1594,3000.0,2997.436446339933,0.4983467880985839
1599,3000.0,2998.3210347743675,0.5010470551435329
1604,3000.0,2997.5373095544765,0.4984139637364518
1609,3000.0,2998.385730660304,0.501003586797073
1614,3000.0,2997.6342029349566,0.49847840887608774
1619,3000.0,2998.4479356055217,0.5009619216338924
1624,3000.0,2997.7272827838515,0.49854023454078183
1629,3000.0,2998.5077454340626,0.5009219849070091
1634,3000.0,2997.8166992473616,0.49859954723814065
1639,3000.0,2998.5652522871555,0.5008837049658351
1644,3000.0,2997.9025965579785,0.4986564491438088
1649,3000.0,2998.6205447646153,0.500847013127989
1654,3000.0,2997.985113267491,0.4987110382777151
1659,3000.0,2998.6737080608177,0.5008118435564127
1664,3000.0,2998.064382470811,0.49876340867314745
1669,3000.0,2998.7248240954605,0.5007781331415659
1674,3000.0,2998.1405320209687,0.49881365053894733
1679,3000.0,2998.7739716393085,0.5007458213885086
1684,3000.0,2998.2136847356437,0.49886185041510056
1689,3000.0,2998.821226435115,0.5007148503086444
1694,3000.0,2998.2839585955494,0.4989080913220008
1699,3000.0,2998.8666613139067,0.5006851643159436
1704,3000.0,2998.3514669349993,0.4989524529036322
1709,3000.0,2998.910346306804,0.5006567101274702
1714,3000.0,2998.416318624964,0.49899501156493314
1719,3000.0,2998.9523487525557,0.500629436668015
1724,3000.0,2998.4786182489133,0.4990358406035641
1729,3000.0,2998.9927334009453,0.5006032949786762
1734,3000.0,2998.5384662717256,0.4990750103363156
1739,3000.0,2999.0315625122316,0.5005782381292345
1744,3000.0,2998.595959201943,0.4991125882203708
1749,3000.0,2999.0688959527733,0.5005542211341392
1754,3000.0,2998.651189747631,0.499148638969635
1759,3000.0,2999.104791286984,0.5005312008719798
1764,3000.0,2998.7042469660955,0.499183224666332
1769,3000.0,2999.139303865759,0.5005091360082901
1774,3000.0,2998.7552164077006,0.4992164048680594
1779,3000.0,2999.1724869115087,0.5004879869215395
1784,3000.0,2998.8041802540156,0.49924823671048624
1789,3000.0,2999.204391599932,0.5004677156322039
1794,3000.0,2998.8512174505227,0.4992787750058674
1799,3000.0,2999.235067138645,0.5004482857347525
1804,3000.0,2998.8964038340905,0.49930807233756186
1809,3000.0,2999.264560842797,0.5004296623324643
1814,3000.0,2998.9398122554276,0.49933617915069245
1819,3000.0,2999.2929182077837,0.5004118119749349
1824,3000.0,2998.9815126967083,0.4993631438391249
1829,3000.0,2999.320182979168,0.5003947025981728
1834,3000.0,2999.0215723845645,0.4993890128289022
1839,3000.0,2999.346397219917,0.5003783034671758
1844,3000.0,2999.0600558986253,0.49941383065828854
1849,3000.0,2999.3716013750613,0.5003625851208823
1854,3000.0,2999.0970252757775,0.4994376400545513
1859,3000.0,2999.3958343338672,0.5003475193194058
1864,3000.0,2999.132540110322,0.49946048200762616
1869,3000.0,2999.419133489625,0.5003330789934447
1874,3000.0,2999.1666576501802,0.4994823958407806
1879,3000.0,2999.441534797143,0.5003192381957976
1884,3000.0,2999.19943288931,0.49950341927839864
1889,3000.0,2999.4630728280317,0.5003059720548754
1894,3000.0,2999.2309186564817,0.49952358851101647
1899,3000.0,2999.4837808238667,0.5002932567301505
1904,3000.0,2999.2611657005555,0.49954293825770546
1909,3000.0,2999.50369074731,0.5002810693694342
1914,3000.0,2999.2902227724003,0.49956150182592013
1919,3000.0,2999.5228333312684,0.5002693880679342
1924,3000.0,2999.318136703582,0.49957931116891047
1929,3000.0,2999.5412381261654,0.5002581918290062
1934,3000.0,2999.3449524819525,0.4995963969407964
1939,3000.0,2999.558933545395,0.5002474605265292
1944,3000.0,2999.3707133242638,0.49961278854940655
1949,3000.0,2999.575946909035,0.5002371748688366
1954,3000.0,2999.3954607459164,0.49962851420695886
1959,3000.0,2999.592304485873,0.5002273163641417
1964,3000.0,2999.4192346279638,0.49964360097869515
1969,3000.0,2999.6080315338286,0.5002178672873955
1974,3000.0,2999.442073281474,0.49965807482951563
1979,3000.0,2999.623152338816,0.5002088106485183
1984,3000.0,2999.4640135093587,0.49967196066873576
1989,3000.0,2999.6376902521165,0.5002001301619452
1994,3000.0,2999.4850906657616,0.4996852823930083
1999,3000.0,2999.6516677263144,0.500191810217434
